s_no,area_type,availability,location,size,society,total_sqft,bath,balcony,price
12779,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Vandaac,1585,2,2,79
12780,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1354,2,2,71
12781,Super built-up  Area,18-Jun,Madiwala,2 BHK,,1165,2,2,45
12782,Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,,1200,3,1,75
12783,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1740,2,1,137
12784,Plot  Area,Ready To Move,Hebbal,9 Bedroom,,1200,9,,185
12785,Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985,2,1,50.17
12786,Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,2,1,36
12787,Plot  Area,Ready To Move,Kattigenahalli,3 Bedroom,,600,4,2,70
12788,Super built-up  Area,Ready To Move,Duddanahalli,3 BHK,,1340,2,2,47
12789,Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1583,3,1,95.23
12790,Plot  Area,Ready To Move,"Beml layout, Rajarajeshwari nagar",4 Bedroom,,1200,5,,325
12791,Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,,1200,1,1,180
12792,Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115 - 1130,2,0,61.74
12793,Super built-up  Area,17-Dec,Thanisandra,3 BHK,Bhmesy ,1573,3,2,100
12794,Super built-up  Area,18-Jan,CV Raman Nagar,2 BHK,,1227,2,2,42.88
12795,Super built-up  Area,Ready To Move,Yemlur,2 BHK,Saensar,1210,2,1,60
12796,Super built-up  Area,19-Feb,Basavangudi,3 BHK,,1650,3,3,125
12797,Plot  Area,Ready To Move,Chikkalasandra,5 Bedroom,,1000,4,2,300
12798,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Nencei ,1485,2,2,63
12799,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1735,3,2,97
12800,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1730,3,2,175
12801,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,Spngsin,1684,3,2,86
12802,Super built-up  Area,Ready To Move,Sai Gardens,3 BHK,Alivae ,1686,3,3,77
12803,Super built-up  Area,Ready To Move,Bikasipura,3 BHK,,1654,3,3,82
12804,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1600,3,3,105
12805,Built-up  Area,Ready To Move,KR Puram,2 BHK,,1100,2,1,39.9
12806,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1655,3,3,95
12807,Super built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1830,3,3,121
12808,Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1430,3,1,85
12809,Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,1989,4,3,155
12810,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1044,2,2,55
12811,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1426,3,2,85
12812,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2,2,50
12813,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prdomt ,1000,2,1,29
12814,Plot  Area,18-Jan,Kathriguppe,2 Bedroom,,754,2,0,69.99
12815,Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1140,2,1,33.06
12816,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,,900,2,1,35
12817,Built-up  Area,Ready To Move,Gulakamale,2 BHK,SLenssh,1200,2,3,50
12818,Built-up  Area,Ready To Move,Malleshwaram,1 BHK,Aaentpa,580,1,1,45
12819,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2,0,66
12820,Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1030,2,1,50.36
12821,Super built-up  Area,Ready To Move,Koramangala,3 BHK,,1910,4,3,150
12822,Super built-up  Area,Ready To Move,Mahalakshmi Puram,3 BHK,SKthaAa,1950,3,3,132
12823,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3,1,125
12824,Plot  Area,Ready To Move,Konanakunte Cross,3 Bedroom,,1200,2,2,130
12825,Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,,1314,2,0,225
12826,Built-up  Area,Ready To Move,Kothanur,2 BHK,Bisic C,1400,2,2,65
12827,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1400,2,2,68
12828,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,,1115,2,2,44.6
12829,Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1300,2,2,55.86
12830,Built-up  Area,Ready To Move,Arishinakunte,4 Bedroom,,2400,4,1,150
12831,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1332,2,1,108
12832,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1000,2,1,41
12833,Plot  Area,18-Dec,Whitefield,3 Bedroom,,1200,3,2,67.75
12834,Built-up  Area,Ready To Move,Whitefield,4 BHK,,2444,4,,145
12835,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2,1,48
12836,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Reciale,1600,3,1,85
12837,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1196,2,2,57.95
12838,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2,1,54
12839,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3,2,56
12840,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,4,3,180
12841,Super built-up  Area,Ready To Move,Jakkasandra,3 BHK,LuntsAp,1600,3,2,102
12842,Built-up  Area,Ready To Move,Whitefield,2 BHK,Mithmn ,1270,2,1,110
12843,Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,,3290,4,,460
12844,Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1932.47,3,2,183
12845,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2086,3,2,160
12846,Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1165,2,1,51.42
12847,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1310,3,1,63.25
12848,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2,2,165
12849,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1900,3,2,85
12850,Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,740,1,1,22
12851,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2503,3,3,138
12852,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2,2,60
12853,Super built-up  Area,18-Aug,Bellandur,2 BHK,NiCodCa,1260,2,2,83.5
12854,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2,1,48.72
12855,Built-up  Area,Ready To Move,Tumkur Road,4 Bedroom,,1100,2,1,60
12856,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3,3,125
12857,Super built-up  Area,18-May,Chellikere,2 BHK,,1088,2,2,46
12858,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Vaderla,1335,2,1,56
12859,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Unentsi,1200,2,1,42
12860,Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1325,2,2,60
12861,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1157,2,1,73
12862,Super built-up  Area,21-Dec,KR Puram,4 BHK,Moquach,2204 - 2362,,,121
12863,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1200,2,1,54
12864,Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Cemesal,1510,2,2,65
12865,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050,2,2,54
12866,Super built-up  Area,Ready To Move,Chikkadunnasandra,2 BHK,Kr 10Ca,1200,2,2,45
12867,Super built-up  Area,18-May,Binny Pete,3 BHK,Shestlo,1516,3,1,147
12868,Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,,2400,6,2,475
12869,Super built-up  Area,18-Dec,Channasandra,2 BHK,MVisear,1050,2,1,44.41
12870,Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,,1000,2,0,66
12871,Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,,1050,2,2,35
12872,Plot  Area,Ready To Move,JP Nagar,4 Bedroom,,600,5,,110
12873,Super built-up  Area,Ready To Move,BEML Layout,2 BHK,,1194,2,1,65
12874,Plot  Area,Ready To Move,Ananth Nagar,4 Bedroom,,600,3,2,62
12875,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Cadel C,1210,2,3,69
12876,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SuezeLa,1660,3,1,110
12877,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1410,2,3,125
12878,Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,Shitt S,1305,2,1,67
12879,Built-up  Area,Ready To Move,Kavika Layout,6 BHK,,1800,6,2,101
12880,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Malmser,1206,2,3,53
12881,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2,1,49
12882,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Amarere,1150,2,2,55
12883,Carpet  Area,Ready To Move,Dinnur,2 BHK,Gaaran ,1100,2,,65
12884,Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,,1245,2,1,125
12885,Built-up  Area,Ready To Move,Cooke Town,3 BHK,Sillaa ,1850,3,3,110
12886,Built-up  Area,18-Mar,Hoodi,4 Bedroom,,3385,4,1,220
12887,Super built-up  Area,Ready To Move,Sompura,4 BHK,Suiseit,2150,3,2,85
12888,Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3,1,390
12889,Super built-up  Area,17-Sep,Lingarajapuram,2 BHK,,1035,2,2,55
12890,Super built-up  Area,Ready To Move,Nandini Layout,2 BHK,,600,3,2,72
12891,Super built-up  Area,Ready To Move,Zuzuvadi,3 BHK,,1200,3,3,75
12892,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1155,2,1,69.18
12893,Plot  Area,Ready To Move,BCC Layout,7 Bedroom,,1200,6,2,235
12894,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755,1,0,30.12
12895,Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JHk 1en,960,2,2,35
12896,Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,,450,1,1,20
12897,Super built-up  Area,Ready To Move,Infantry Road,5 BHK,,4000,5,,680
12898,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1571,3,3,53.12
12899,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3,2,119
12900,Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1489,2,1,70
12901,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,800,2,1,32
12902,Built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,980,2,2,60
12903,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2,1,65
12904,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,,911,2,1,26.5
12905,Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1535,3,,90
12906,Plot  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,,1200,5,,205
12907,Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1500,2,1,70
12908,Built-up  Area,Ready To Move,Brookefield,2 BHK,ARnts A,1588,2,3,58
12909,Plot  Area,Ready To Move,Horamavu Banaswadi,4 Bedroom,,675,4,2,68
12910,Built-up  Area,17-Sep,Kannamangala,2 BHK,VBownre,957,2,2,56
12911,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1200,2,1,34.65
12912,Super built-up  Area,Ready To Move,Kanakapura main  Road,3 BHK,,1495,2,2,52.33
12913,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2,0,34
12914,Built-up  Area,Ready To Move,Padmanabhanagar,4 BHK,,3000,4,2,350
12915,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SoniaEt,2206,4,1,180
12916,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1181,2,1,61
12917,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1309,2,3,69.5
12918,Built-up  Area,Ready To Move,Horamavu Agara,3 Bedroom,,1400,3,3,63
12919,Plot  Area,Ready To Move,B Channasandra,5 Bedroom,,1650,5,1,450
12920,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1622,3,,95
12921,Super built-up  Area,18-Apr,CV Raman Nagar,2 BHK,,1225,2,2,48
12922,Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1719,3,3,95
12923,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,995,2,1,40.8
12924,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,,1120,2,2,53
12925,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1047,2,1,75
12926,Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1466,3,3,59.96
12927,Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1691,3,2,100
12928,Super built-up  Area,20-Dec,Chandapura,2 BHK,PavesGr,876,2,2,28.47
12929,Super built-up  Area,18-May,CV Raman Nagar,3 BHK,Pu270a ,1659,3,1,135
12930,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1270,2,1,105
12931,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1269,2,3,50.75
12932,Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,Suvasre,1200,3,2,80
12933,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2,2,56.5
12934,Super built-up  Area,Ready To Move,Whitefield,2 BHK,CalanGo,1315,2,2,69.5
12935,Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,,2485,4,2,198
12936,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354,3,1,85.86
12937,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Enodsed,1344,3,1,130
12938,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PrrloMo,1180,2,1,55
12939,Super built-up  Area,18-Apr,Jalahalli,2 BHK,Cuohahi,1313,2,2,68
12940,Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,1100,2,2,50
12941,Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,,600,4,1,78
12942,Built-up  Area,Ready To Move,Basaveshwara Nagar,3 Bedroom,,1200,3,0,190
12943,Plot  Area,Ready To Move,Srinagar,6 Bedroom,,625,3,3,78
12944,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,Prodsth,890,2,3,37
12945,Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,1173,2,1,78.2
12946,Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,Myhrie ,1190,2,1,55
12947,Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,,1250,2,0,75
12948,Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1644,3,3,80.51
12949,Plot  Area,Ready To Move,Yelahanka New Town,3 Bedroom,,1740,3,2,150
12950,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3,2,110
12951,Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,1000,4,2,130
12952,Super built-up  Area,18-Feb,Hebbal,3 BHK,Prersis,1662,3,2,155
12953,Super built-up  Area,Ready To Move,Virupakshapura,2 BHK,Seamaha,1162,2,1,48
12954,Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1362,2,3,85
12955,Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1 BHK,Prineth,540,1,1,22.5
12956,Super built-up  Area,18-Nov,Thanisandra,3 BHK,Bhe 2ko,1437 - 1629,3,0,75.885
12957,Plot  Area,Ready To Move,Masjid e Alkareem,5 Bedroom,,900,4,1,62
12958,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Saacesa,1250,4,,135
12959,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2,3,54.99
12960,Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,2665,5,3,125
12961,Built-up  Area,Ready To Move,Singapura Village,2 BHK,,970,2,0,45
12962,Built-up  Area,Ready To Move,Kavika Layout,6 BHK,,1799,6,3,101
12963,Plot  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,,1500,6,1,300
12964,Plot  Area,Ready To Move,Uttarahalli,4 Bedroom,,1200,4,3,155
12965,Super built-up  Area,18-Dec,Haralur Road,3 BHK,SNnia E,1810,3,2,97.83
12966,Super built-up  Area,Ready To Move,Sathya Layout,2 BHK,,1084,2,1,51
12967,Super built-up  Area,Ready To Move,Doddabanahalli,3 BHK,,1500,3,2,85
12968,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1328,2,1,56
12969,Built-up  Area,Ready To Move,Marathahalli,3 BHK,,1485,2,2,90
12970,Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Saood S,1500,2,2,58
12971,Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Shusehi,1100,2,2,85
12972,Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Dwntsli,1360,2,2,73
12973,Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,,900,2,1,75
12974,Plot  Area,Ready To Move,SMV layout,3 Bedroom,,600,3,3,86
12975,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1031,2,1,54.48
12976,Super built-up  Area,20-Aug,Whitefield,2 BHK,Bhath N,850 - 1060,2,0,38.19
12977,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1040,2,2,36.4
12978,Built-up  Area,Ready To Move,KR Puram,7 Bedroom,,2800,6,1,110
12979,Super built-up  Area,Ready To Move,Kothannur,3 BHK,,1404,2,1,56.15
12980,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1200,2,2,46
12981,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1267,3,1,78
12982,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1510,2,3,110
12983,Super built-up  Area,21-Sep,Kanakpura Road,2 BHK,PrarePa,900,2,1,42
12984,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Asarqz ,1457,2,2,105
12985,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,4,2,268
12986,Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1408,3,2,80
12987,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,MavarSa,1005,2,2,45
12988,Plot  Area,Ready To Move,Dodsworth Layout,6 Bedroom,,30400,4,2,1824
12989,Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1,1,28
12990,Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,,1182,2,1,64
12991,Super built-up  Area,18-May,Talaghattapura,3 BHK,Sodgere,1804 - 2273,3,0,122
12992,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MadinJa,1367,2,0,80
12993,Plot  Area,Ready To Move,BTM 1st Stage,5 Bedroom,,1200,4,2,200
12994,Built-up  Area,Ready To Move,Judicial Layout,5 BHK,,1100,4,3,199
12995,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1565,3,2,78
12996,Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,1720,3,2,128
12997,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Cerasy ,1107,2,3,44
12998,Super built-up  Area,20-Jan,Yelahanka,2 BHK,Aduil T,1360,2,1,78.19
12999,Super built-up  Area,18-Jan,Anekal,2 BHK,,625,1,1,25
13000,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1701,2,2,145
13001,Plot  Area,Ready To Move,Agrahara Dasarahalli,3 Bedroom,,1350,1,0,120
13002,Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1016,2,1,39.95
13003,Super built-up  Area,Ready To Move,KEB Colony,3 BHK,,1500,3,1,90
13004,Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Baalp S,900,2,1,45
13005,Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,Viara M,1500,3,1,150
13006,Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,3 BHK,Prlis A,2292,2,1,285
13007,Carpet  Area,Ready To Move,Kereguddadahalli,3 BHK,Jaood G,1280,3,1,42
13008,Plot  Area,Ready To Move,Sri Balaji Krupa Layout,4 Bedroom,KrodsNo,1750,4,2,263
13009,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2,1,70
13010,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2,1,64.5
13011,Super built-up  Area,Ready To Move,Gottigere,2 BHK,SMshi M,1245,2,2,59
13012,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1025,2,1,44
13013,Super built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1945,3,2,135
13014,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3,3,245
13015,Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,DSthian,1348,2,2,80.5
13016,Super built-up  Area,Ready To Move,Tindlu,2 BHK,Suncyu ,1100,2,2,55
13017,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Elentrk,1616,3,3,40
13018,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Goandn ,1855,3,3,135
13019,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2,2,56.5
13020,Plot  Area,Ready To Move,HAL 2nd Stage,5 Bedroom,,2040,4,1,500
13021,Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,2400,4,1,228
13022,Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1195,2,2,59
13023,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,DSnjh S,1022,2,1,35
13024,Plot  Area,Ready To Move,Hegde Nagar,6 Bedroom,,760,6,0,98
13025,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Niers S,1264,2,,52
13026,Super built-up  Area,Ready To Move,Chamrajpet,3 BHK,,1650,3,2,115
13027,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1020,2,1,40.8
13028,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Klark L,4395,4,2,242
13029,Built-up  Area,Ready To Move,Bommasandra,2 BHK,ALoraAu,950,2,1,25
13030,Super built-up  Area,18-Jul,Shantiniketan Layout,4 BHK,,2710,5,3,142
13031,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1936,3,1,131
13032,Super built-up  Area,Ready To Move,Ramanashree Enclave,2 BHK,,1075,2,2,58
13033,Super built-up  Area,18-Apr,Hosur Road,2 BHK,PuendWe,1223,2,1,93
13034,Plot  Area,18-Dec,Whitefield,3 Bedroom,,1500,3,1,61.9
13035,Built-up  Area,Ready To Move,Hennur,2 BHK,,1050,2,2,42.73
13036,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,2100,3,2,190
13037,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4,2,240
13038,Built-up  Area,Ready To Move,Uttarahalli,3 Bedroom,,1650,2,1,130
13039,Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495,2,1,78
13040,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Adaveth,1500,2,3,82
13041,Super built-up  Area,21-Jul,Koramangala,3 BHK,G ceses,1605,3,2,260
13042,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Suleyli,1270,2,2,52
13043,Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Shncyhi,1081,2,3,60
13044,Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600,2,0,140
13045,Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1596,3,1,118
13046,Plot  Area,Ready To Move,Vasanthpura,6 Bedroom,,600,6,2,65
13047,Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,SKdesa ,1557,3,1,70
13048,Built-up  Area,Ready To Move,Devi Nagar,3 BHK,,1410,3,3,68
13049,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4,1,148
13050,Super built-up  Area,Ready To Move,Kadugodi,2 BHK,,1196,2,3,60
13051,Super built-up  Area,21-Dec,Thanisandra,4 BHK,Bhe 2ko,2259,3,2,112
13052,Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,Unateit,1720,3,,100
13053,Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,600,5,2,99
13054,Built-up  Area,Ready To Move,Nagaraja Garden,2 BHK,,1256,2,1,62.8
13055,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1243,2,2,46
13056,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1310,2,1,37.83
13057,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1140,2,1,57
13058,Super built-up  Area,Ready To Move,Cooke Town,3 BHK,Scenth ,1600,3,2,260
13059,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3,2,120
13060,Super built-up  Area,Ready To Move,Harlur,2 BHK,Shodsir,1200 - 1470,2,0,72.76
13061,Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Veyalin,1674,3,,81
13062,Plot  Area,Ready To Move,CV Raman Nagar,5 Bedroom,,1200,2,1,100
13063,Super built-up  Area,Ready To Move,Kenchenhalli,3 BHK,MasicCl,1786,3,2,79.99
13064,Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,,770,3,2,65.25
13065,Super built-up  Area,18-Dec,Sarjapur  Road,2 BHK,,1035,2,1,47
13066,Super built-up  Area,19-Dec,Whitefield,3 BHK,Oreldhi,1564,3,1,103
13067,Super built-up  Area,18-Mar,Margondanahalli,2 BHK,,1334,2,1,67.76
13068,Plot  Area,Ready To Move,Defence Colony,10 Bedroom,,7150,13,,3600
13069,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1365,3,1,53.96
13070,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2,1,50
13071,Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2,1,42.48
13072,Super built-up  Area,Ready To Move,BCMC Layout,3 BHK,Anair A,1369,2,3,72
